Heading,Description,Date_Source
DPCC passes resolution to make Rahul Gandhi Congress chief,The Delhi Congress has passed a resolution to make Rahul Gandhi the president of the party with immediate effect. The resolution was passed unanimously in a meeting of the Delhi Congress office-bearers convened by Delhi Pradesh Congress Committee (DPCC) President Ch. Anil Kumar.,"Vijai Laxmi | January 31, 2021 19:13 IST"
No one except Mamata will be left in TMC: Amit Shah,Union Home Minister Amit Shah on Sunday said the way Trinamool Congress (TMC) leaders are joining the Bharatiya Janata Party (BJP) in West Bengal there will be no one left except Mamata Banerjee in the party at the end of assembly elections.,"IANS | January 31, 2021 17:03 IST"
BJP chief Nadda affirms party's alliance with AIADMK for Tamil Nadu,"BJP national president J P Nadda on Saturday said his party's alliance with the AIADMK would continue for the assembly elections, due in Tamil Nadu in a few months.","PTI | January 30, 2021 22:14 IST"
"TMC's Rajib Banerjee quits as MLA, thanks party supremo for opportunity to serve masses","Senior TMC leader Rajib Banerjee, who recently quit the Mamata Banerjee cabinet in Bengal, on Friday resigned from the post of MLA.","PTI | January 29, 2021 14:18 IST"
AIMIM MLAs meet Nitish; rubbish speculations of political realignment,All five MLAs of Asaduddin Owaisi's AIMIM in Bihar on Thursday met Chief Minister Nitish Kumar in Patna but dismissed speculations of political realignment.,"PTI | January 29, 2021 9:05 IST"
Lone INLD MLA Abhay Singh Chautala resigns from Haryana Assembly over farm laws,Indian National Lok Dal leader Abhay Singh Chautala on Wednesday tendered his resignation as MLA from the Haryana Assembly over the three new farm laws. Speaker Gian Chand Gupta said he has accepted Abhay Chautala's resignation with immediate effect.,"PTI | January 27, 2021 16:53 IST"
Will quit if Centre brings law allowing only one member of family in politics: Mamata's nephew,"The Diamond Harbour MP, while addressing a rally in Kultali assembly constituency, said Prime Minister Narendra Modi should table a bill banning more than one member of a family from active politics and the next moment, Banerjee will no longer be in the political arena.","PTI | January 24, 2021 19:09 IST"
Cong-AIUDF will open all gates to welcome infiltrators: Shah at first poll rally in Assam,"​Union Home Minister Amit Shah on Sunday alleged that the Congress-AIUDF will open ""all gates"" to welcome infiltrators if voted to power. Addressing his first election rally in poll-bound Assam, Shah said the Congress rule in the state gave only bloodshed, in which thousands of youth lost their lives.","India TV News Desk | January 24, 2021 16:59 IST"
Rahul Gandhi assures revisiting GST when Congress is voted to power at Centre,"Congress leader Rahul Gandhi on Saturday said the his party is committed to reconceptualising the Goods and Services Tax regime if voted to power at the Centre and assured ushering in a 'One tax, minimum tax.'","PTI | January 23, 2021 21:15 IST"
"Fireworks during CWC! Congress leaders Ashok Gehlot, Anand Sharma engage in verbal spat","According to sources, during the meeting Rajasthan Chief Minister Ashok Gehlot, without naming anyone, said that there are other issues in the country, however for few leaders only organisational election matters.","India TV News Desk | January 22, 2021 17:06 IST"
All's not well within MVA? Congress says will try to form next govt in Maharashtra alone,Senior Congress leader and Assembly Speaker Nana Patole said that his party is working to establish the next government in the state on its own.,"India TV News Desk | January 22, 2021 16:25 IST"
Karnataka: BSY re-allocates portfolios of cabinet ministers - check list,"A week after expanding his cabinet, Karnataka Chief Minister BS Yediyurappa allocated portfolios to seven new ministers and also reshuffled the departments of some others.","India TV News Desk | January 22, 2021 15:05 IST"
'Want to be kingmaker': More headache for Mamata as Furfura Sharif cleric floats party,Mamata's challenges are certain to increase manifold with influential cleric of Furfura Sharif Dargah in Hooghly district floating his own party.,"India TV News Desk | January 21, 2021 19:18 IST"
"TMC exodus continues, MLA Arindam Bhattacharya joins BJP","Addressing the media after joining the BJP, Bhattacharya accused the TMC leadership of blocking the path of young leaders like him.","India TV News Desk | January 20, 2021 17:48 IST"
Bengal Polls 2021: Who will be BJP's CM face? Here's what party says,The Bharatiya Janata Party (BJP) on Wednesday ruled out projecting any chief ministerial candidate in the upcoming assembly election in West Bengal.,"India TV News Desk | January 20, 2021 17:16 IST"
Karnataka cabinet expansion: CM Yediyurappa likely to allocate portfolios to new Ministers on Jan 21,Karnataka Chief Minister B S Yediyurappa on Tuesday indicated that he will allocate portfolios to seven newly inducted Ministers into his cabinet on January 21.,"PTI | January 19, 2021 22:59 IST"
Congress to contest 2021 Assam assembly polls in alliance with 5 parties,​The Assam Pradesh Congress Committee (APCC) on Monday said it will contest the forthcoming Assam assembly polls in alliance with five parties to oust the ruling BJP from power.,"PTI | January 19, 2021 19:38 IST"
"Will defeat Mamata by 50,000 votes or quit politics: Suvendu Adhikari","Accepting the challenge thrown by West Bengal Chief Mamata Banerjee to contest from his Nandigram assembly seat, BJP leader Suvendu Adhikari on Monday said he will defeat her by a margin of at least 50,000 votes or quit politics.","India TV Politics Desk | January 18, 2021 22:29 IST"
"Satabdi Roy ends suspense; 'I am with TMC', she says after meeting Abhishek Banerjee","Satabdi Roy admitted that there were issues between her and the TMC leadership, however, added that those have been resolved.","Anupam Mishra | January 15, 2021 21:48 IST"
'Mamata govt will collapse if...': BJP's Kailash Vijayvargiya claims 41 MLAs ready to leave TMC,"Kailash Vijayvargiya, who is BJP's Bengal in-charge, said the Trinamool government will collapse in Bengal if he lets the MLAs join the saffron party.","India TV News Desk | January 14, 2021 17:34 IST"
"TMC appeals to Left, Congress to support Mamata in fight against BJP","The Trinamool Congress on Wednesday appealed to the Left Front and the Congress to back West Bengal Chief Minister Mamata Banerjee in her fightagainst the ""communal and divisive"" politics of the BJP. Elections to the 294-member state assembly are due in April-May.","PTI | January 13, 2021 14:32 IST"
'Mamata won't leave Nabanna after election loss like Trump's refusal to walk out of White House',"Addressing a rally in Nadia on Monday, Mamata Banerjee said BJP's cadre will behave like Trump supporters if they lose election.","India TV News Desk | January 11, 2021 20:50 IST"
Umesh Kushwaha is new Bihar JDU president,"Former legislator Umesh Kushwaha was on Sunday unanimously elected as the Janata Dal (United) Bihar unit president, in a bid to strengthen the ruling party's old ""Luv-Kush"" support base.","PTI | January 10, 2021 22:49 IST"
'Good news' on Karnataka cabinet rejig soon: CM Yediyurappa after meeting top BJP leaders,"The much-awaited cabinet expansion in Karnataka could take place soon, Chief Minister BS Yediyurappa indicated on Sunday after he met top BJP leaders including its chief JP Nadda and Union Home Minister Amit Shah.","PTI | January 10, 2021 20:48 IST"
Khattar blames BKU chief for instigating violence at 'kisan mahapanchayat' in Karnal,​Haryana Chief Minister Manohar Lal Khattar has blamed Bharatiya Kisan Union (BKU) chief Gurnam Singh Charuni for instigating violence at a 'kisan mahapanchayat' programme in Karnal on Sunday.,"India TV Politics Desk | January 10, 2021 20:24 IST"
"Security cover of Fadnavis, Ram Naik, Raj Thackeray downgraded; BJP alleges political vendetta","The shiv Sena-led Maharashtra government's move to downgrade the security cover of former chief minister Devendra Fadnavis and his family, ex-UP governor Ram Naik and MNS president Raj Thackeray, and to withdraw the security cover of state BJP chief Chandrakant Patil, has evoked the allegations of ""political vendetta"".","PTI | January 10, 2021 20:00 IST"
Bhim Army joins Rajbhar alliance for UP polls,"The Bhim Army will be joining the Bhagidari Sankalp Morcha, a conglomeration of smaller parties led by the Suheldev Bharatiya Samaj Party (SBSP), chief Om Prakash Rajbhar.","IANS | January 10, 2021 12:58 IST"
West Bengal AIMIM Chief SK Abdul Kalam joins TMC,"West Bengal AIMIM Chief SK Abdul Kalam joined Trinamool Congress (TMC) along with several other members of the party, ahead of Assembly Elections in the state.","India TV News Desk | January 09, 2021 14:36 IST"
"'PM Modi must speak more often in Parliament', former President Pranab Mukherjee writes in last book","Prime Minister Narendra Modi must listen to the dissenting voices and speak more often in Parliament, using it as a forum to disseminate his views to convince the Opposition and inform the nation, felt former president Pranab Mukherjee.","PTI | January 05, 2021 22:03 IST"
'Never questioned scientists': Akhilesh Yadav clarifies his 'BJP vaccine' remark,"​Days after Samajwadi Party president Akhilesh Yadav termed the anti-coronavirus vaccine to be rolled out in the country a ""vaccine of the BJP"", he clarified that he did not question the scientists, researchers, or experts.","India TV Politics Desk | January 04, 2021 23:02 IST"
'Arrogant' govt should withdraw farm laws immediately: Sonia Gandhi launches attack on Centre,"​Launching a stinging attack on the Centre, Congress president Sonia Gandhi on Sunday demanded that the ""arrogant"" government should withdraw the new farm laws immediately and unconditionally.","India TV News Desk | January 03, 2021 16:29 IST"
"Brother Soumendu, host of other TMC workers to join BJP: Suvendu Adhikari",BJP leader Suvendu Adhikari on Friday said his disgruntled brother and TMC leader Soumendu -- recently removed from the post of administrator at Contai Municipality -- will join the saffron camp along with a host of other activists from the state's ruling party.,"PTI | January 01, 2021 15:16 IST"
'Baseless and without any substance': Nitish Kumar rejects RJD's claim of impending split in JD(U),"​The opposition RJDs claim of an impending split in the ruling Janata Dal (United) in Bihar on Wednesday met with an outright rebuttal by Chief Minister Nitish Kumar, its de facto leader.","PTI | December 30, 2020 23:05 IST"
"'BJP can buy a few MLAs, but...': Mamata's frontal attack in response to Amit Shah's mega rally",Mamata took a potshot at TMC leaders who have left her to join the BJP recently and said that defections won't affect her party's prospects.,"India TV News Desk | December 29, 2020 23:06 IST"
"Chirag Paswan a Hanuman who set Ayodhya on fire, says JDU","Bihar's ruling Janata Dal-United on Sunday slammed former coalition partner Lok Janshakti Party (LJP) as a spoiler in the recent Assembly polls, terming its President Chirag Paswan a ""Hanuman who set Ayodhya on fire"".","IANS | December 27, 2020 21:48 IST"
Congress facing trust deficit as it opposes public welfare: Jyotiraditya Scindia,"Opposing public welfare schemes is fast becoming a ""tradition"" in the Congress due to which people are losing their faith in that party, BJP MP Jyotiraditya Scindia said on Sunday.","PTI | December 27, 2020 21:22 IST"
"Sourav Ganguly meets Bengal governor Jagdeep Dhankhar, discusses 'various issues'",BCCI President Sourav Ganguly on Sunday met West Bengal governor Jagdeep Dhankhar at Raj Bhawan amid speculation of the former cricket captain joining the Bharatiya Janata Party (BJP).,"India TV Politics Desk | December 27, 2020 20:19 IST"
'Debate with farmers in public': Kejriwal throws open challenge before Centre amid raging stir,"​Amid a raging farm stir at various entry points in Delhi, Chief Minister Arvind Kejriwal echoed farmers' concerns as he reached Singhu border Sunday evening.","India TV Politics Desk | December 27, 2020 19:07 IST"
Nitish Kumar’s close confidant RCP Singh becomes new JD(U) president,"Kumar had proposed the name of Singh for the top post, which was then approved by other members during the party's national executive meeting, a senior leader told PTI.","PTI | December 27, 2020 17:49 IST"
'Ashamed of associating with TMC for 21 years': Suvendu Adhikari lashes out at Mamata,"Bharatiya Janata Party's new entrant Suvendu Adhikari on Saturday lashed out at Mamata Banerjee and said that he was ""ashamed"" of having associated with the Trinamool Congress (TMC) for so long in his career.","India TV News Desk | December 26, 2020 20:57 IST"
"BJP to hold 25 webinars to push idea of 'one nation, one election'","The BJP will organise nearly 25 webinars over the next few days on the issue of ""one nation, one election"", as it seeks to build popular support for what has been a strong plank of Prime Minister Narendra Modi.","PTI | December 26, 2020 19:03 IST"
"'Come forward, discuss': Amit Shah's direct appeal to protesting farmers","​With the government open to debate points of contention in the new agricultural reforms, Union Home Minister Amit Shah on Saturday emphasised on having a dialogue with the farmers, urging them to discuss their issues.","India TV News Desk | December 26, 2020 16:50 IST"
Madhya Pradesh CM Shivraj Singh Chouhan to mafia: Will bury you 10 feet deep,Madhya Pradesh Chief Minister Shivraj Singh Chouhan on Friday warned mafia elements he will bury them 10 feet deep if they don't leave the state.,"PTI | December 25, 2020 21:09 IST"
Embarrassment for Nitish Kumar as six JDU MLAs in Arunachal join BJP,"The Janata Dal-United received a major jolt in Arunachal Pradesh, with six of its seven MLAs shifting allegiance to the ruling BJP, a bulletin issued by the state legislative assembly said.","PTI | December 25, 2020 15:07 IST"
Vice-president of Kamal Haasan’s MNM party joins BJP ahead of Tamil Nadu polls,"In a major setback to Kamal Haasan's Makkal Needhi Maiam, one of the founding members and vice-president of the party A Arunachalam joined Bhartiya Janta Party on Friday ahead of Tamil Nadu Assembly Elections.","India TV News Desk | December 25, 2020 12:47 IST"
"Made right decision to join BJP, have people's approval, says Suvendu Adhikari","Leading a mammoth roadshow in his home ground Kanthi, Adhikari also announced that he will address a rally in Nandigram on January 8, a day after a similar programme is likely to be held by Chief Minister Mamata Banerjee.","PTI | December 24, 2020 22:55 IST"
Why Mamata Banerjee said 'Amit Shah owes me a dhokla treat',"During a press conference in Kolkata, Mamata offered a point-by-point rebuttal to Amit Shah's charge to stress that Bengal has progressed well under the Trinamool Congress regime.","India TV News Desk | December 22, 2020 22:10 IST"
"'It's Gunda Raj', tweets Mehbooba Mufti claiming PDP leaders detained ahead of DDC poll counting","The PDP on Monday claimed its three senior leaders were detained on Monday, a day before the counting of votes in the District Development Council (DDC) polls.","India TV Politics Desk | December 21, 2020 23:28 IST"
Elections might happen in Bihar again: RJD leader Tejashwi Yadav,Rashtriya Janata Dal (RJD) leader Tejashwi Yadav on Monday said that assembly elections in Bihar might happen again.,"India TV Politics Desk | December 21, 2020 22:52 IST"
"Ahead of internal elections, Congress could rejig several state units","In Bihar, where Congress emerged as the weak link in the grand alliance, the Congress could also give the responsibility to a new face.","Vijai Laxmi | December 21, 2020 17:00 IST"
"'Son of the soil will become CM in Bengal', Shah slams Mamata over 'outsider' debate","Union Home Minister Amit Shah on Sunday put an end to the ""insider-outsider debate"" in West Bengal and promised that ""a son of the soil will become the chief minister"" if the Bharatiya Janata Party (BJP) was voted to power in the state.","India TV Politics Desk | December 20, 2020 19:40 IST"
"Bengal: Now, CPIM MLA quits party, her husband joined BJP few days ago","CPI(M) MLA from Haldia, Tapasi Mondal, on Friday said she has resigned from the primary membership of the party, as there was barely any scope leftfor her there to work for the people of the state.","PTI | December 18, 2020 22:02 IST"
Suvendu Adhikari's resignation: There's a twist in the tale,"The Trinamool Congress has witnessed a series of exits in the last couple of days. MLAs Silbhadra Dutta, Jitendra Tiwari also quit the party following Adhikari's resignation.","India TV News Desk | December 18, 2020 22:19 IST"
Attempt to placate dissenters? Sonia Gandhi to meet key Congress leaders on Saturday,"As per sources, senior leaders Ghulam Nabi Azad, Anand Sharma, Bhupender Hooda, Prithviraj Chavan and Shashi Tharoor will be attending the meeting.","Vijai Laxmi | December 18, 2020 17:26 IST"
Owaisi effect? Congress to organise convention for minorities in Bengal on Dec 23,The convention will be organised at the Ramlila ground in Kolkata. The event will be attended by senior leaders of the party in the state and Congress' Bengal in-charge Jitin Prasad.,"Vijai Laxmi | December 18, 2020 16:24 IST"
Goa Congress chief Chodankar quits over poor show in local polls,Goa Congress president Girish Chodankar on Friday said he has resigned from his post taking responsibility for the party's poor performance in the recently held Zilla Panchayat (ZP) polls.,"PTI | December 18, 2020 12:10 IST"
"Kamal Haasan 'spoiling families' by hosting Bigg Boss, says TN CM Palaniswami","​Tamil Nadu Chief Minister K Palaniswami on Thursday attacked Makkal Needhi Maiam (MNM) founder Kamal Haasan for hosting the reality show 'Bigg Boss, saying the actor was ""spoiling good families"".","India TV News Desk | December 17, 2020 22:38 IST"
Sonia Gandhi to meet Congress 'dissenters' ahead of party's internal election,"In what can be seen as an act of placation, Congress President Sonia Gandhi will meet 23 dissenters on December 19, informed sources told India TV. The key meet comes ahead of the party's internal election which is expected to take place soon.","Vijai Laxmi | December 17, 2020 21:44 IST"
Trinamool dissident Suvendu Adhikari resigns as MLA amid reports of him joining BJP,"Suvendu Adhikari, who was once considered a close aide of Trinamool chief Mamata Banerjee, is likely to reach Delhi on Thursday to meet BJP leadership, including Amit Shah.","India TV News Desk | December 16, 2020 17:11 IST"
'Ready to take some rest': Kamal Nath's statement sparks speculation on his political exit,"Senior Congressman and former Madhya Pradesh chief minister has hinted at his possible exit from politics. At a public rally in Chhindwara on Sunday, Nath said he was ready to take some rest and had no ambitions or greed for any post.","India TV Politics Desk | December 14, 2020 18:33 IST"
No discussion on any such proposal: NCP rejects reports of Pawar replacing Sonia as UPA chairperson,"​The Nationalist Congress Party on Thursday rejected reports of NCP chief Sharad Pawar replacing Sonia Gandhi as the chairperson of the United Progressive Alliance (UPA). The reports were termed ""unsubstantiated"" and ""planted by vested interests to divert the attention from the farmers' agitation"".","India TV Politics Desk | December 10, 2020 20:37 IST"
Will Sharad Pawar replace Sonia Gandhi as UPA chairperson? Sanjay Raut says 'you never know...',"​Amid speculations that NCP chief Sharad Pawar may replace Congress president Sonia Gandhi as chairperson of the United Progressive Alliance (UPA), Shiv Sena leader Sanjay Raut on Thursday said that the patron has all the qualities to lead the country.","India TV News Desk | December 10, 2020 19:06 IST"
"In jolt to Congress, actress Vijayashanti to join BJP on Monday",Telugu cine actress Vijayashanti is set to join the Bharatiya Janata Party (BJP) on Monday. She met with Union Home Minister Amit Shah in New Delhi on Sunday.,"India TV Politics Desk | December 06, 2020 20:49 IST"
Rajinikanth will not click in politics: Congress leader Veerappa Moily,"Tamil superstar Rajinikanth will not click in the southern state's politics, where the ethos of Dravidian culture has always manifested, senior Congress leader M Veerappa Moily claimed on Friday.","PTI | December 04, 2020 16:55 IST"
"'No further discussion', says Saugata Roy as TMC shuts door on Suvendu Adhikari","Suvendu Adhikari, the face of the Nandigram movement that added to the political heft of Mamata Banerjee and catapulted her to power.","India TV News Desk | December 03, 2020 18:15 IST"
'Tumko mirchi lagi to main kya karoon': Urmila Matondkar's cryptic tweet day after joining Sena,"Just a day after Bollywood actor-turned-politician Urmila Matondkar joined the Shiv Sena, she dropped in a cryptic tweet. Matondkar, who unsuccessfully contested the 2019 Lok Sabha elections on a Congress ticket, took to Twitter and quoted lines of a famous Bollywood song.","India TV News Desk | December 02, 2020 21:02 IST"
Bihar CM Nitish Kumar likely to expand cabinet in December,Bihar Chief Minister Nitish Kumar is likely to expand his cabinet in December as the winter session of the assembly concluded in November after the formation of the new state government.,"IANS | December 01, 2020 16:11 IST"
Urmila Matondkar to join Shiv Sena on Tuesday,"From September 2019 till November 30 evening, Matondkar, 46, had categorically denied that she was planning to join the Shiv Sena, though strong speculation reigned in political and media circles.","IANS | November 30, 2020 12:55 IST"
"In Hyderabad, Amit Shah says will end 'Nizam culture', create 'mini-India'","​Union Home Minister Amit Shah on Sunday said that the Bharatiya Janata Party (BJP) will free Hyderabad from the ""Nawab, Nizam culture"" and create a ""mini-India"" here.","India TV News Desk | November 29, 2020 17:08 IST"
"Karnataka Cabinet expansion to take more time, higher command yet to respond: Yediyurappa",The Cabinet expansion may take more time as the Chief Minister has not received any message and approval from the high command leaders.,"India TV Politics Desk | November 29, 2020 13:56 IST"
"Now, Rabri Devi dubs Nitish as 'warrior of sophistry'","A day after RJD leader Tejashwi Yadav took a dig at Nitish Kumar and provoked him enough to angrily hit back, Tejashwi's mother Rabri Devi on Saturday dubbed the Bihar Chief Minister as a ""warrior of sophistry"".","IANS | November 28, 2020 21:38 IST"
Lalu Yadav booked for 'offering ministerial berth' to BJP MLA Lalan Paswan on call,"Rashtriya Janata Dal's jailed president Lalu Prasad Yadav has been booked for ""offering ministerial berth"" on telephone to BJP MLA Lalan Paswan in a horse-trading bid.","India TV News Desk | November 26, 2020 18:30 IST"
Will ensure TMC victory in polls even if BJP arrests me: Mamata Banerjee,"Accusing the BJP of trying to poach TMC MLAs by attempting to bribe them, Banerjee, without naming anyone, said some people are acting as fence-sitters who are under the illusion that the saffron party might come to power in the state.","India TV Politics Desk | November 25, 2020 14:54 IST"
Congress prepares for internal polls - Will Rahul Gandhi file nomination for president?,"The last election for the CWC was held in year 1997, and the election for the post of president was held in year 2000","Vijai Laxmi | November 24, 2020 23:17 IST"
'...he won election 15 years ago': Cracks in Congress widen as Bishnoi slams Azad,"Kuldeep Bishnoi, while accusing 'some' leaders of playing into the hands of opposition, said that Ghulam Nabi Azad is devoid of on-ground realities as he contested an election over a decade ago.","India TV News Desk | November 23, 2020 17:09 IST"
Ghulam Nabi Azad says 'Congress at its lowest in last 72 years' but gives 'clean chit' to Gandhis,​Senior Congress leader Ghulam Nabi Azad on Sunday rejected any rebellion in the grand-old party even as several voices in the past few days have hinted so. Azad said that he didn't have any issue against the high command of the party.,"India TV Politics Desk | November 22, 2020 21:44 IST"
Eyes on 2024 Lok Sabha polls: Nadda to embark on 120-day nationwide tour from December,"After pocketing a key state, the Bharatiya Janata Party has its eyes set on the 2024 Lok Sabha polls.","India TV News Desk | November 22, 2020 16:22 IST"
Will have alliance with SP to defeat BJP in 2022 UP assembly polls: Shivpal Yadav,"Pragatisheel Samajwadi Party (Lohia) president Shivpal Yadav on Thursday said it would be his ""first priority"" to have an alliance with the Samajwadi Party to defeat the BJP in the UP assembly election in 2022.","PTI | November 19, 2020 22:20 IST"
"Mission Bengal: BJP sets high sights on Mamata's bastion, Amit Shah, Nadda to tour state each month","Firmly fixing its sights on West Bengal after victory in Bihar, the BJP in Bengal on Wednesday said Union Home Minister Amit Shah and party national president J P Nadda will visit the state every month till the end of assembly elections.","PTI | November 19, 2020 11:23 IST"
Leaders unhappy with Congress' functioning free to leave: Adhir Ranjan,"Slamming Congress party colleague Kapil Sibal over his Bihar poll debacle introspection remark, Lok Sabha leader Adhir Ranjan Chowdhury on Wednesday said those unhappy with the party's functioning are free to leave instead of embarrassing it in public.","India TV News Desk | November 19, 2020 11:08 IST"
Congress' Special Committee meets today amid voices of discontent post dismal show in Bihar polls,"A meeting of the Congress' Special Committee will be held today amid the voices of discontent emerging within the party post a dismal performance in the Bihar assembly election and other bypolls. According to news agency ANI, the meeting will take place at 5 pm through video conferencing but the agenda is not clear.","India TV Politics Desk | November 17, 2020 7:17 IST"
"Rajasthan CM Gehlot slams Sibal for his 'introspection call', affirms faith in party leadership",The inflighting withing the Congress party has again come to the fore after Rajasthan Chief Minister Ashok Gehlot slammed Kapil Sibal for his 'introspection call' and publicly taking down on party leadership after its defeat in recently concluded B,"India TV Politics Desk | November 16, 2020 23:17 IST"
Chirag Paswan takes jibe at Nitish Kumar in his congratulatory greeting,Lok Janshakti Party chief Chirag Paswan on Monday congratulated Nitish Kumar for becoming Bihar Chief Minister again and sent him the party's manifesto which he released ahead of assembly polls.,"India TV News Desk | November 16, 2020 19:49 IST"
Nitish Kumar: Masterful craftsman of realpolitick who believes politics is the art of possible,"Nitish Kumar's unusual knack for spotting friends has got him where it has despite the drastic slump in the electoral fortune of his party that won just 43 seats, down from 71 it had in 2015, and 31 less than ally BJP which clinched 74.","PTI | November 16, 2020 20:26 IST"
BSP appoints Bhim Rajbhar as UP chief,"Bahujan Samaj Party (BSP) president Mayawati has appointed Bhim Rajbhar as the new state president in Uttar Pradesh, replacing Munkad Ali.","PTI | November 15, 2020 23:02 IST"
Tarkishore Prasad elected as leader of BJP legislature party in Bihar,"Tarkishore Prasad elected as the leader of the BJP legislature party in Bihar, informed Sushil Kumar Modi on Sunday.","Nitish Chandra | November 15, 2020 21:51 IST"
"Bihar govt formation: Nitish Kumar to take oath as CM tomorrow, Sushil Modi as his deputy",Nitish Kumar has been chosen NDA legislature party leader at a key meeting in Patna. He is set to take oath as the chief minister of Bihar for the seventh time in 15 years. Sushil Kumar Modi has been chosen his Deputy.,"India TV News Desk | November 15, 2020 14:41 IST"
BJP announces new team of state in-charges; Radha Mohan Singh appointed in-charge of UP,"The BJP on Friday announced its new team of state in-charges, with party vice-president Radha Mohan Singh appointed in-charge of politically crucial Uttar Pradesh.","PTI | November 13, 2020 23:06 IST"
"3 PDP leaders, who quit party last month, join Congress","Weeks after resigning from the Mehbooba Mufti's Peoples Democratic Party, all three leaders joined the Congress party on Monday.","India TV News Desk | November 09, 2020 17:10 IST"
Dilip Ghosh warns TMC cadres to mend ways; says else 'will have to visit hospital or crematorium',"Bharatiya Janata Party's West Bengal unit president Dilip Ghosh said on Sunday that his party would ""restore democracy"" in the state if voted to power, warning TMC cadres to mend their ways or they will have to either visit hospital or crematorium.","India TV Politics Desk | November 09, 2020 7:06 IST"
Karnataka CM will be changed after Bihar poll results: Siddaramaiah,Senior Congress leader Siddaramaiah on Sunday reiterated his claims that the ruling BJP will change its Chief Minister in Karnataka after the Bihar assembly poll results are out on November 10.,"PTI | November 08, 2020 22:09 IST"
Kamal Haasan to contest in 2021 Tamil Nadu Assembly polls,Actor-turned-politician Kamal Haasan on Thursday said he would be contesting in the 2021 assembly polls in Tamil Nadu and also seeking the support of fellow actor Rajinikanth.,"IANS | November 05, 2020 18:00 IST"
"Amit Shah's focusses on Mission Bengal amid Bihar election, BJP chief on 2-day state visit",The Bhartiya Janta Party leader on Wednesday announced his two-day visit to West Bengal where the assembly polls are due next year.,"India TV News Desk | November 04, 2020 20:02 IST"
"BJP invited me to join, claims Mulayam's brother Shivpal Singh Yadav","Replying to a question, Shivpal Singh Yadav said that everyone has seen the result of the SP-BSP alliance in the 2019 Lok Sabha elections. ""We will now see the result of BJP-BSP alliance,"" he added.","IANS | November 02, 2020 11:00 IST"
"Mayawati accuses SP of being ant-Dalit, says withdrawing 1995 guest house attack case was a 'mistake","Accusing the Samajwadi Party of being anti-Dalit, the Bahujan Samaj Party President Mayawati on Thursday admitted that withdrawing the case related to the state guest house attack on her in 1995 was a 'mistake' on her part.","India TV Politics Desk | October 29, 2020 14:20 IST"
Vanathi Srinivasan appointed BJP Mahila Morcha chief,"The BJP on Wednesday appointed Vanathi Srinivasan as the president of its women's wing, according to a party statement.","PTI | October 28, 2020 19:41 IST"
"Rebellion in BSP ahead of Rajya Sabha polls, 5 MLAs withdraw support; likely to join SP","In a blow to Mayawatim five legislators of Bahujan Samaj Party have withdrawn their support to the BSP's official candidate, Ramji Gautam, for the Rajya Sabha biennial elections.","India TV Politics Desk | October 28, 2020 14:09 IST"
"Eknath Khadse, former Maharashtra minister and BJP veteran, joins NCP","Eknath Khadse, who resigned from the Bharatiya Janata Party (BJP) recently, joined the Nationalist Congress Party (NCP) in the presence of party chief Sharad Pawar in Mumbai on Friday","India TV Politics Desk | October 23, 2020 16:57 IST"
"Kamal Nath 'item' row: Why is Gandhi family silent, asks Smriti Irani",The National Commission for Women (NCW) has sought an explanation Kamal Nath for his 'item' jibe against state minister Imarti Devi.,"India TV News Desk | October 19, 2020 17:02 IST"
'Remark shamelessly justified': Shivraj tears into Kamal Nath for 'item' jibe against Imarti Devi,"Madhya Pradesh Chief Minister Shivraj Singh Chouhan on Monday tore into former CM and senior Congress leader Kamal Nath for referring to cabinet minister Imarti Devi as ""item"" during an address ahead of the November 3 by-elections in the state.","India TV Politics Desk | October 19, 2020 13:21 IST"
Will Sonia tolerate such remarks against her daughter: Imarti Devi on Kamal Nath's 'item' jibe,"Madhya Pradesh cabinet minister Imarti Devi has taken strong objection to former CM Kamal Nath's comments referring to her as an ""item"". Fuming over the statement, the BJP leader demanded Congress President Sonia Gandhi to oust Kamal Nath from the party.","India TV Politics Desk | October 19, 2020 10:39 IST"
Ballia firing: Nadda expresses displeasure over BJP MLA Surendra Singh's remarks,"Bharatiya Janata Party (BJP) President JP Nadda has expressed his displeasure over the statements of party MLA Surendra Singh's statement in connection with the Ballia firing incident, sources told India TV.","India TV Politics Desk | October 19, 2020 9:52 IST"
"'Choose hope over fear, truth over lies': Chidambaram invokes Biden in appeal to Bihar voters","Invoking US democratic presidential candidate Joe Biden, former Union Finance Minister and Congress leader P Chidambaram on Sunday asked voters in Bihar to ""choose hope over fear and truth over lies.""","India TV News Desk | October 19, 2020 8:50 IST"
Actor-turned-politician Khushbu Sundar joins BJP,"Khushbu Sundar, who resigned from the primary membership of Congress, has joined the Bharatiya Janata Party (BJP).","India TV News Desk | October 12, 2020 18:20 IST"
Zero impact on the ground in Tamil Nadu: Congress on Khushbu Sundar's exit,"Accusing actor Kushboo Sundar of lacking ""ideological commitment"", the Congress said on Monday her quitting the organisation would have no impact on Tamil Nadu politics.","India TV Politics Desk | October 12, 2020 12:16 IST"
Khushbu Sundar dropped as AICC spokesperson; likely to join BJP,"Actor-turned politician Khushbu Sundar was dropped as AICC spokesperson with immediate effect on Monday. The development was confirmed by the Congress, in a statement.","India TV Politics Desk | October 12, 2020 10:25 IST"
